"State","District","Date","Year","Month","Avg_rainfall","Agency_name"
"Haryana","Rohtak","2023-10-17","2023","10","1.5077454308","NRSC VIC MODEL"
"Haryana","Rohtak","2023-10-15","2023","10","NA","NRSC VIC MODEL"
"Haryana","Rohtak","2023-10-18","2023","10","0.0012633261","NRSC VIC MODEL"
"Haryana","Rohtak","2023-10-21","2023","10","NA","NRSC VIC MODEL"
"Haryana","Rohtak","2023-10-23","2023","10","0.0029246937","NRSC VIC MODEL"
"Haryana","Rohtak","2023-10-24","2023","10","NA","NRSC VIC MODEL"
"Haryana","Rohtak","2023-10-25","2023","10","NA","NRSC VIC MODEL"
"Haryana","Rohtak","2023-10-26","2023","10","NA","NRSC VIC MODEL"
"Haryana","Rohtak","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Haryana","Rohtak","2023-10-28","2023","10","NA","NRSC VIC MODEL"
"Haryana","Rohtak","2023-10-29","2023","10","NA","NRSC VIC MODEL"
"Haryana","Rohtak","2023-10-30","2023","10","NA","NRSC VIC MODEL"
"Haryana","Rohtak","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sirsa","2023-10-01","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sirsa","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sirsa","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sirsa","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sirsa","2023-10-10","2023","10","0.0005947201","NRSC VIC MODEL"
"Haryana","Sirsa","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sirsa","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sirsa","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sirsa","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sirsa","2023-10-16","2023","10","12.445152296","NRSC VIC MODEL"
"Haryana","Sirsa","2023-10-17","2023","10","1.5842892856","NRSC VIC MODEL"
"Haryana","Sirsa","2023-10-18","2023","10","0.0450318909","NRSC VIC MODEL"
"Haryana","Sirsa","2023-10-15","2023","10","1.6698E-6","NRSC VIC MODEL"
"Haryana","Sirsa","2023-10-21","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sirsa","2023-10-23","2023","10","0.0120098468","NRSC VIC MODEL"
"Haryana","Sirsa","2023-10-24","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sirsa","2023-10-25","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sirsa","2023-10-26","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sirsa","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sirsa","2023-10-28","2023","10","0.0001345406","NRSC VIC MODEL"
"Haryana","Sirsa","2023-10-29","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sirsa","2023-10-30","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sirsa","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sonipat","2023-10-01","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sonipat","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sonipat","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sonipat","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sonipat","2023-10-10","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sonipat","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sonipat","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sonipat","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sonipat","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sonipat","2023-10-16","2023","10","0.0377302173","NRSC VIC MODEL"
"Haryana","Sonipat","2023-10-17","2023","10","4.6753855429","NRSC VIC MODEL"
"Haryana","Sonipat","2023-10-18","2023","10","0.0037409858","NRSC VIC MODEL"
"Haryana","Sonipat","2023-10-15","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sonipat","2023-10-21","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sonipat","2023-10-23","2023","10","0.0001766924","NRSC VIC MODEL"
"Haryana","Sonipat","2023-10-24","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sonipat","2023-10-25","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sonipat","2023-10-26","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sonipat","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sonipat","2023-10-28","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sonipat","2023-10-29","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sonipat","2023-10-30","2023","10","NA","NRSC VIC MODEL"
"Haryana","Sonipat","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Haryana","Yamunanagar","2023-10-01","2023","10","0.000594673","NRSC VIC MODEL"
"Haryana","Yamunanagar","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Haryana","Yamunanagar","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Haryana","Yamunanagar","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Haryana","Yamunanagar","2023-10-10","2023","10","7.2505335247","NRSC VIC MODEL"
"Haryana","Yamunanagar","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Haryana","Yamunanagar","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Haryana","Yamunanagar","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Haryana","Yamunanagar","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Haryana","Yamunanagar","2023-10-16","2023","10","1.3473861327","NRSC VIC MODEL"
"Haryana","Yamunanagar","2023-10-17","2023","10","20.7845591436","NRSC VIC MODEL"
"Haryana","Yamunanagar","2023-10-18","2023","10","0.0046400116","NRSC VIC MODEL"
"Haryana","Yamunanagar","2023-10-15","2023","10","0.0003148903","NRSC VIC MODEL"
"Haryana","Yamunanagar","2023-10-21","2023","10","NA","NRSC VIC MODEL"
"Haryana","Yamunanagar","2023-10-23","2023","10","NA","NRSC VIC MODEL"
"Haryana","Yamunanagar","2023-10-24","2023","10","0.0005562003","NRSC VIC MODEL"
"Haryana","Yamunanagar","2023-10-25","2023","10","NA","NRSC VIC MODEL"
"Haryana","Yamunanagar","2023-10-26","2023","10","1.72814E-5","NRSC VIC MODEL"
"Haryana","Yamunanagar","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Haryana","Yamunanagar","2023-10-28","2023","10","NA","NRSC VIC MODEL"
"Haryana","Yamunanagar","2023-10-29","2023","10","NA","NRSC VIC MODEL"
"Haryana","Yamunanagar","2023-10-30","2023","10","NA","NRSC VIC MODEL"
"Haryana","Yamunanagar","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Bilaspur","2023-10-01","2023","10","0.0082228916","NRSC VIC MODEL"
"Himachal Pradesh","Bilaspur","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Bilaspur","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Bilaspur","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Bilaspur","2023-10-10","2023","10","7.4240549003","NRSC VIC MODEL"
"Himachal Pradesh","Bilaspur","2023-10-11","2023","10","1.0332E-6","NRSC VIC MODEL"
"Himachal Pradesh","Bilaspur","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Bilaspur","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Bilaspur","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Bilaspur","2023-10-15","2023","10","13.4855669145","NRSC VIC MODEL"
"Himachal Pradesh","Bilaspur","2023-10-16","2023","10","0.7107588596","NRSC VIC MODEL"
"Himachal Pradesh","Bilaspur","2023-10-17","2023","10","20.3669664799","NRSC VIC MODEL"
"Himachal Pradesh","Bilaspur","2023-10-18","2023","10","0.1408886414","NRSC VIC MODEL"
"Himachal Pradesh","Bilaspur","2023-10-21","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Bilaspur","2023-10-23","2023","10","2.2619E-6","NRSC VIC MODEL"
"Himachal Pradesh","Bilaspur","2023-10-24","2023","10","2.3233337515","NRSC VIC MODEL"
"Himachal Pradesh","Bilaspur","2023-10-25","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Bilaspur","2023-10-26","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Bilaspur","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Bilaspur","2023-10-28","2023","10","0.0008222892","NRSC VIC MODEL"
"Himachal Pradesh","Bilaspur","2023-10-29","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Bilaspur","2023-10-30","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Bilaspur","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Chamba","2023-10-01","2023","10","0.1801472946","NRSC VIC MODEL"
"Himachal Pradesh","Chamba","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Chamba","2023-10-08","2023","10","0.0353672102","NRSC VIC MODEL"
"Himachal Pradesh","Chamba","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Chamba","2023-10-10","2023","10","9.5482568103","NRSC VIC MODEL"
"Himachal Pradesh","Chamba","2023-10-11","2023","10","0.0474432874","NRSC VIC MODEL"
"Himachal Pradesh","Chamba","2023-10-12","2023","10","0.0045810849","NRSC VIC MODEL"
"Himachal Pradesh","Chamba","2023-10-13","2023","10","0.0146461375","NRSC VIC MODEL"
"Himachal Pradesh","Chamba","2023-10-14","2023","10","0.1134663809","NRSC VIC MODEL"
"Himachal Pradesh","Chamba","2023-10-15","2023","10","12.1602690071","NRSC VIC MODEL"
"Himachal Pradesh","Chamba","2023-10-16","2023","10","4.8560152983","NRSC VIC MODEL"
"Himachal Pradesh","Chamba","2023-10-17","2023","10","14.4311048388","NRSC VIC MODEL"
"Himachal Pradesh","Chamba","2023-10-18","2023","10","1.8636558064","NRSC VIC MODEL"
"Himachal Pradesh","Chamba","2023-10-21","2023","10","0.0044530649","NRSC VIC MODEL"
"Himachal Pradesh","Chamba","2023-10-23","2023","10","0.0940682623","NRSC VIC MODEL"
"Himachal Pradesh","Chamba","2023-10-24","2023","10","0.0533684425","NRSC VIC MODEL"
"Himachal Pradesh","Chamba","2023-10-25","2023","10","0.027271587","NRSC VIC MODEL"
"Himachal Pradesh","Chamba","2023-10-26","2023","10","0.0008573319","NRSC VIC MODEL"
"Himachal Pradesh","Chamba","2023-10-27","2023","10","0.0171852056","NRSC VIC MODEL"
"Himachal Pradesh","Chamba","2023-10-28","2023","10","0.351486291","NRSC VIC MODEL"
"Himachal Pradesh","Chamba","2023-10-29","2023","10","0.0191978291","NRSC VIC MODEL"
"Himachal Pradesh","Chamba","2023-10-30","2023","10","0.0196993195","NRSC VIC MODEL"
"Himachal Pradesh","Chamba","2023-10-31","2023","10","0.0017269904","NRSC VIC MODEL"
"Himachal Pradesh","Hamirpur","2023-10-01","2023","10","0.00125929","NRSC VIC MODEL"
"Himachal Pradesh","Hamirpur","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Hamirpur","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Hamirpur","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Hamirpur","2023-10-10","2023","10","7.1347835221","NRSC VIC MODEL"
"Himachal Pradesh","Hamirpur","2023-10-11","2023","10","0.0054106071","NRSC VIC MODEL"
"Himachal Pradesh","Hamirpur","2023-10-12","2023","10","0.0005278272","NRSC VIC MODEL"
"Himachal Pradesh","Hamirpur","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Hamirpur","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Hamirpur","2023-10-15","2023","10","15.605310009","NRSC VIC MODEL"
"Himachal Pradesh","Hamirpur","2023-10-16","2023","10","0.4038922157","NRSC VIC MODEL"
"Himachal Pradesh","Hamirpur","2023-10-17","2023","10","8.3190623397","NRSC VIC MODEL"
"Himachal Pradesh","Hamirpur","2023-10-18","2023","10","0.7207775214","NRSC VIC MODEL"
"Himachal Pradesh","Hamirpur","2023-10-21","2023","10","0.0001759424","NRSC VIC MODEL"
"Himachal Pradesh","Hamirpur","2023-10-23","2023","10","0.0045346432","NRSC VIC MODEL"
"Himachal Pradesh","Hamirpur","2023-10-24","2023","10","0.4482364305","NRSC VIC MODEL"
"Himachal Pradesh","Hamirpur","2023-10-25","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Hamirpur","2023-10-26","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Hamirpur","2023-10-27","2023","10","0.0001759424","NRSC VIC MODEL"
"Himachal Pradesh","Hamirpur","2023-10-28","2023","10","0.0066357972","NRSC VIC MODEL"
"Himachal Pradesh","Hamirpur","2023-10-29","2023","10","0.0002787017","NRSC VIC MODEL"
"Himachal Pradesh","Hamirpur","2023-10-30","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Hamirpur","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Kangra","2023-10-01","2023","10","0.4398116487","NRSC VIC MODEL"
"Himachal Pradesh","Kangra","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Kangra","2023-10-08","2023","10","0.0184921442","NRSC VIC MODEL"
"Himachal Pradesh","Kangra","2023-10-09","2023","10","0.0001642898","NRSC VIC MODEL"
"Himachal Pradesh","Kangra","2023-10-10","2023","10","8.4249704035","NRSC VIC MODEL"
"Himachal Pradesh","Kangra","2023-10-11","2023","10","0.2556560413","NRSC VIC MODEL"
"Himachal Pradesh","Kangra","2023-10-12","2023","10","0.0028438727","NRSC VIC MODEL"
"Himachal Pradesh","Kangra","2023-10-13","2023","10","0.0006342988","NRSC VIC MODEL"
"Himachal Pradesh","Kangra","2023-10-14","2023","10","0.0296402861","NRSC VIC MODEL"
"Himachal Pradesh","Kangra","2023-10-15","2023","10","10.9619650425","NRSC VIC MODEL"
"Himachal Pradesh","Kangra","2023-10-16","2023","10","0.4745288672","NRSC VIC MODEL"
"Himachal Pradesh","Kangra","2023-10-17","2023","10","9.3701800986","NRSC VIC MODEL"
"Himachal Pradesh","Kangra","2023-10-18","2023","10","1.7949962092","NRSC VIC MODEL"
"Himachal Pradesh","Kangra","2023-10-21","2023","10","0.0007003989","NRSC VIC MODEL"
"Himachal Pradesh","Kangra","2023-10-23","2023","10","0.0585538276","NRSC VIC MODEL"
"Himachal Pradesh","Kangra","2023-10-24","2023","10","0.0466491072","NRSC VIC MODEL"
"Himachal Pradesh","Kangra","2023-10-25","2023","10","0.000674717","NRSC VIC MODEL"
"Himachal Pradesh","Kangra","2023-10-26","2023","10","0.0008823222","NRSC VIC MODEL"
"Himachal Pradesh","Kangra","2023-10-27","2023","10","0.0041178396","NRSC VIC MODEL"
"Himachal Pradesh","Kangra","2023-10-28","2023","10","0.6949894539","NRSC VIC MODEL"
"Himachal Pradesh","Kangra","2023-10-29","2023","10","0.0200074024","NRSC VIC MODEL"
"Himachal Pradesh","Kangra","2023-10-30","2023","10","0.0252092291","NRSC VIC MODEL"
"Himachal Pradesh","Kangra","2023-10-31","2023","10","0.0019294725","NRSC VIC MODEL"
"Himachal Pradesh","Kinnaur","2023-10-01","2023","10","0.0709696357","NRSC VIC MODEL"
"Himachal Pradesh","Kinnaur","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Kinnaur","2023-10-08","2023","10","0.0009769988","NRSC VIC MODEL"
"Himachal Pradesh","Kinnaur","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Kinnaur","2023-10-10","2023","10","3.117356115","NRSC VIC MODEL"
"Himachal Pradesh","Kinnaur","2023-10-11","2023","10","0.0191433784","NRSC VIC MODEL"
"Himachal Pradesh","Kinnaur","2023-10-12","2023","10","0.0030148573","NRSC VIC MODEL"
"Himachal Pradesh","Kinnaur","2023-10-13","2023","10","0.021798659","NRSC VIC MODEL"
"Himachal Pradesh","Kinnaur","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Kinnaur","2023-10-15","2023","10","0.3538337599","NRSC VIC MODEL"
"Himachal Pradesh","Kinnaur","2023-10-16","2023","10","1.9851845555","NRSC VIC MODEL"
"Himachal Pradesh","Kinnaur","2023-10-17","2023","10","2.0528256636","NRSC VIC MODEL"
"Himachal Pradesh","Kinnaur","2023-10-18","2023","10","0.3459512024","NRSC VIC MODEL"
"Himachal Pradesh","Kinnaur","2023-10-21","2023","10","0.0329031593","NRSC VIC MODEL"
"Himachal Pradesh","Kinnaur","2023-10-23","2023","10","0.0185865411","NRSC VIC MODEL"
"Himachal Pradesh","Kinnaur","2023-10-24","2023","10","0.000180021","NRSC VIC MODEL"
"Himachal Pradesh","Kinnaur","2023-10-25","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Kinnaur","2023-10-26","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Kinnaur","2023-10-27","2023","10","0.0444724687","NRSC VIC MODEL"
"Himachal Pradesh","Kinnaur","2023-10-28","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Kinnaur","2023-10-29","2023","10","6.70259E-5","NRSC VIC MODEL"
"Himachal Pradesh","Kinnaur","2023-10-30","2023","10","0.0001569485","NRSC VIC MODEL"
"Himachal Pradesh","Kinnaur","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Kullu","2023-10-01","2023","10","2.5365749458","NRSC VIC MODEL"
"Himachal Pradesh","Kullu","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Kullu","2023-10-08","2023","10","0.0115855742","NRSC VIC MODEL"
"Himachal Pradesh","Kullu","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Kullu","2023-10-10","2023","10","7.908704162","NRSC VIC MODEL"
"Himachal Pradesh","Kullu","2023-10-11","2023","10","0.0620994071","NRSC VIC MODEL"
"Himachal Pradesh","Kullu","2023-10-12","2023","10","0.0327974089","NRSC VIC MODEL"
"Himachal Pradesh","Kullu","2023-10-13","2023","10","0.0304926109","NRSC VIC MODEL"
"Himachal Pradesh","Kullu","2023-10-14","2023","10","0.0234536105","NRSC VIC MODEL"
"Himachal Pradesh","Kullu","2023-10-15","2023","10","5.0865346986","NRSC VIC MODEL"
"Himachal Pradesh","Kullu","2023-10-16","2023","10","3.7947486245","NRSC VIC MODEL"
"Himachal Pradesh","Kullu","2023-10-17","2023","10","5.8202351737","NRSC VIC MODEL"
"Himachal Pradesh","Kullu","2023-10-18","2023","10","0.7548610719","NRSC VIC MODEL"
"Himachal Pradesh","Kullu","2023-10-21","2023","10","0.0075402301","NRSC VIC MODEL"
"Himachal Pradesh","Kullu","2023-10-23","2023","10","0.0001383897","NRSC VIC MODEL"
"Himachal Pradesh","Kullu","2023-10-24","2023","10","0.1514144003","NRSC VIC MODEL"
"Himachal Pradesh","Kullu","2023-10-25","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Kullu","2023-10-26","2023","10","0.0280887231","NRSC VIC MODEL"
"Himachal Pradesh","Kullu","2023-10-27","2023","10","0.0181640696","NRSC VIC MODEL"
"Himachal Pradesh","Kullu","2023-10-28","2023","10","0.2112354203","NRSC VIC MODEL"
"Himachal Pradesh","Kullu","2023-10-29","2023","10","0.0058613061","NRSC VIC MODEL"
"Himachal Pradesh","Kullu","2023-10-30","2023","10","0.0389142697","NRSC VIC MODEL"
"Himachal Pradesh","Kullu","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Lahul & Spiti","2023-10-01","2023","10","0.5955680209","NRSC VIC MODEL"
"Himachal Pradesh","Lahul & Spiti","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Lahul & Spiti","2023-10-08","2023","10","0.0183768311","NRSC VIC MODEL"
"Himachal Pradesh","Lahul & Spiti","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Lahul & Spiti","2023-10-10","2023","10","3.2207064452","NRSC VIC MODEL"
"Himachal Pradesh","Lahul & Spiti","2023-10-11","2023","10","0.0008312906","NRSC VIC MODEL"
"Himachal Pradesh","Lahul & Spiti","2023-10-12","2023","10","0.0016202034","NRSC VIC MODEL"
"Himachal Pradesh","Lahul & Spiti","2023-10-13","2023","10","1.1675337447","NRSC VIC MODEL"
"Himachal Pradesh","Lahul & Spiti","2023-10-14","2023","10","0.9400375502","NRSC VIC MODEL"
"Himachal Pradesh","Lahul & Spiti","2023-10-15","2023","10","6.1334974704","NRSC VIC MODEL"
"Himachal Pradesh","Lahul & Spiti","2023-10-16","2023","10","2.0127852018","NRSC VIC MODEL"
"Himachal Pradesh","Lahul & Spiti","2023-10-17","2023","10","2.5574348775","NRSC VIC MODEL"
"Himachal Pradesh","Lahul & Spiti","2023-10-18","2023","10","0.3025670627","NRSC VIC MODEL"
"Himachal Pradesh","Lahul & Spiti","2023-10-21","2023","10","0.0093265351","NRSC VIC MODEL"
"Himachal Pradesh","Lahul & Spiti","2023-10-23","2023","10","0.0105642008","NRSC VIC MODEL"
"Himachal Pradesh","Lahul & Spiti","2023-10-24","2023","10","1.30547E-5","NRSC VIC MODEL"
"Himachal Pradesh","Lahul & Spiti","2023-10-25","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Lahul & Spiti","2023-10-26","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Lahul & Spiti","2023-10-27","2023","10","0.0041758569","NRSC VIC MODEL"
"Himachal Pradesh","Lahul & Spiti","2023-10-28","2023","10","0.0065116896","NRSC VIC MODEL"
"Himachal Pradesh","Lahul & Spiti","2023-10-29","2023","10","0.0043616039","NRSC VIC MODEL"
"Himachal Pradesh","Lahul & Spiti","2023-10-30","2023","10","0.0001061971","NRSC VIC MODEL"
"Himachal Pradesh","Lahul & Spiti","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Mandi","2023-10-01","2023","10","0.3159046775","NRSC VIC MODEL"
"Himachal Pradesh","Mandi","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Mandi","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Mandi","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Mandi","2023-10-10","2023","10","7.6870118412","NRSC VIC MODEL"
"Himachal Pradesh","Mandi","2023-10-11","2023","10","0.057005544","NRSC VIC MODEL"
"Himachal Pradesh","Mandi","2023-10-12","2023","10","0.0267724207","NRSC VIC MODEL"
"Himachal Pradesh","Mandi","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Mandi","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Mandi","2023-10-15","2023","10","9.6413181424","NRSC VIC MODEL"
"Himachal Pradesh","Mandi","2023-10-16","2023","10","1.9094889492","NRSC VIC MODEL"
"Himachal Pradesh","Mandi","2023-10-17","2023","10","11.5498567623","NRSC VIC MODEL"
"Himachal Pradesh","Mandi","2023-10-18","2023","10","0.2959379783","NRSC VIC MODEL"
"Himachal Pradesh","Mandi","2023-10-21","2023","10","0.0061452078","NRSC VIC MODEL"
"Himachal Pradesh","Mandi","2023-10-23","2023","10","0.0015968052","NRSC VIC MODEL"
"Himachal Pradesh","Mandi","2023-10-24","2023","10","1.3111970609","NRSC VIC MODEL"
"Himachal Pradesh","Mandi","2023-10-25","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Mandi","2023-10-26","2023","10","0.0005915671","NRSC VIC MODEL"
"Himachal Pradesh","Mandi","2023-10-27","2023","10","0.0147390693","NRSC VIC MODEL"
"Himachal Pradesh","Mandi","2023-10-28","2023","10","0.013624287","NRSC VIC MODEL"
"Himachal Pradesh","Mandi","2023-10-29","2023","10","0.0009837508","NRSC VIC MODEL"
"Himachal Pradesh","Mandi","2023-10-30","2023","10","0.0303755235","NRSC VIC MODEL"
"Himachal Pradesh","Mandi","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Shimla","2023-10-01","2023","10","0.2420363433","NRSC VIC MODEL"
"Himachal Pradesh","Shimla","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Shimla","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Shimla","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Shimla","2023-10-10","2023","10","5.6672088234","NRSC VIC MODEL"
"Himachal Pradesh","Shimla","2023-10-11","2023","10","0.0114038977","NRSC VIC MODEL"
"Himachal Pradesh","Shimla","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Shimla","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Shimla","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Shimla","2023-10-15","2023","10","3.8986042159","NRSC VIC MODEL"
"Himachal Pradesh","Shimla","2023-10-16","2023","10","4.348897356","NRSC VIC MODEL"
"Himachal Pradesh","Shimla","2023-10-17","2023","10","14.820423124","NRSC VIC MODEL"
"Himachal Pradesh","Shimla","2023-10-18","2023","10","2.5143531633","NRSC VIC MODEL"
"Himachal Pradesh","Shimla","2023-10-21","2023","10","0.000221211","NRSC VIC MODEL"
"Himachal Pradesh","Shimla","2023-10-23","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Shimla","2023-10-24","2023","10","0.2145229145","NRSC VIC MODEL"
"Himachal Pradesh","Shimla","2023-10-25","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Shimla","2023-10-26","2023","10","0.19791291","NRSC VIC MODEL"
"Himachal Pradesh","Shimla","2023-10-27","2023","10","0.0004406675","NRSC VIC MODEL"
"Himachal Pradesh","Shimla","2023-10-28","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Shimla","2023-10-29","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Shimla","2023-10-30","2023","10","6.3237E-6","NRSC VIC MODEL"
"Himachal Pradesh","Shimla","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Sirmaur","2023-10-01","2023","10","0.030780026","NRSC VIC MODEL"
"Himachal Pradesh","Sirmaur","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Sirmaur","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Sirmaur","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Sirmaur","2023-10-10","2023","10","0.83129614","NRSC VIC MODEL"
"Himachal Pradesh","Sirmaur","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Sirmaur","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Sirmaur","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Sirmaur","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Himachal Pradesh","Sirmaur","2023-10-15","2023","10","0.4919946399","NRSC VIC MODEL"
"Himachal Pradesh","Sirmaur","2023-10-16","2023","10","8.1425168394","NRSC VIC MODEL"
"Himachal Pradesh","Sirmaur","2023-10-17","2023","10","16.2509908655","NRSC VIC MODEL"
