"State","District","Date","Year","Month","Avg_rainfall","Agency_name"
"Rajasthan","Jaisalmer","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jaisalmer","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jaisalmer","2023-10-10","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jaisalmer","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jaisalmer","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jaisalmer","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jaisalmer","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jaisalmer","2023-10-15","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jaisalmer","2023-10-16","2023","10","0.083713662","NRSC VIC MODEL"
"Rajasthan","Jaisalmer","2023-10-17","2023","10","10.7508802631","NRSC VIC MODEL"
"Rajasthan","Jaisalmer","2023-10-18","2023","10","0.1878230784","NRSC VIC MODEL"
"Rajasthan","Jaisalmer","2023-10-21","2023","10","0.0047370429","NRSC VIC MODEL"
"Rajasthan","Jaisalmer","2023-10-23","2023","10","0.1205770289","NRSC VIC MODEL"
"Rajasthan","Jaisalmer","2023-10-24","2023","10","0.0021658705","NRSC VIC MODEL"
"Rajasthan","Jaisalmer","2023-10-25","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jaisalmer","2023-10-26","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jaisalmer","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jaisalmer","2023-10-28","2023","10","0.5724684265","NRSC VIC MODEL"
"Rajasthan","Jaisalmer","2023-10-29","2023","10","0.1473830215","NRSC VIC MODEL"
"Rajasthan","Jaisalmer","2023-10-30","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jaisalmer","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jalore","2023-10-01","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jalore","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jalore","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jalore","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jalore","2023-10-10","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jalore","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jalore","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jalore","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jalore","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jalore","2023-10-15","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jalore","2023-10-16","2023","10","0.0718903114","NRSC VIC MODEL"
"Rajasthan","Jalore","2023-10-17","2023","10","0.1833683174","NRSC VIC MODEL"
"Rajasthan","Jalore","2023-10-18","2023","10","0.4851250529","NRSC VIC MODEL"
"Rajasthan","Jalore","2023-10-21","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jalore","2023-10-23","2023","10","0.0010110257","NRSC VIC MODEL"
"Rajasthan","Jalore","2023-10-24","2023","10","0.0100309789","NRSC VIC MODEL"
"Rajasthan","Jalore","2023-10-25","2023","10","0.0119984691","NRSC VIC MODEL"
"Rajasthan","Jalore","2023-10-26","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jalore","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jalore","2023-10-28","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jalore","2023-10-29","2023","10","3.793E-7","NRSC VIC MODEL"
"Rajasthan","Jalore","2023-10-30","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jalore","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jhalawar","2023-10-01","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jhalawar","2023-10-07","2023","10","9.8263E-6","NRSC VIC MODEL"
"Rajasthan","Jhalawar","2023-10-08","2023","10","0.0001196573","NRSC VIC MODEL"
"Rajasthan","Jhalawar","2023-10-09","2023","10","0.0001854311","NRSC VIC MODEL"
"Rajasthan","Jhalawar","2023-10-10","2023","10","0.0003307615","NRSC VIC MODEL"
"Rajasthan","Jhalawar","2023-10-11","2023","10","0.0001435887","NRSC VIC MODEL"
"Rajasthan","Jhalawar","2023-10-12","2023","10","0.0004884554","NRSC VIC MODEL"
"Rajasthan","Jhalawar","2023-10-13","2023","10","8.28892E-5","NRSC VIC MODEL"
"Rajasthan","Jhalawar","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jhalawar","2023-10-15","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jhalawar","2023-10-16","2023","10","0.0005288712","NRSC VIC MODEL"
"Rajasthan","Jhalawar","2023-10-17","2023","10","0.0003320871","NRSC VIC MODEL"
"Rajasthan","Jhalawar","2023-10-18","2023","10","0.0027891794","NRSC VIC MODEL"
"Rajasthan","Jhalawar","2023-10-21","2023","10","0.0007995643","NRSC VIC MODEL"
"Rajasthan","Jhalawar","2023-10-23","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jhalawar","2023-10-24","2023","10","5.63888E-5","NRSC VIC MODEL"
"Rajasthan","Jhalawar","2023-10-25","2023","10","0.0004191982","NRSC VIC MODEL"
"Rajasthan","Jhalawar","2023-10-26","2023","10","0.0020691999","NRSC VIC MODEL"
"Rajasthan","Jhalawar","2023-10-27","2023","10","0.0004025559","NRSC VIC MODEL"
"Rajasthan","Jhalawar","2023-10-28","2023","10","0.0142855456","NRSC VIC MODEL"
"Rajasthan","Jhalawar","2023-10-29","2023","10","0.0050231845","NRSC VIC MODEL"
"Rajasthan","Jhalawar","2023-10-30","2023","10","0.0005687756","NRSC VIC MODEL"
"Rajasthan","Jhalawar","2023-10-31","2023","10","0.0005602497","NRSC VIC MODEL"
"Rajasthan","Jhunjhunu","2023-10-01","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jhunjhunu","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jhunjhunu","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jhunjhunu","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jhunjhunu","2023-10-10","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jhunjhunu","2023-10-11","2023","10","0.0003686291","NRSC VIC MODEL"
"Rajasthan","Jhunjhunu","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jhunjhunu","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jhunjhunu","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jhunjhunu","2023-10-15","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jhunjhunu","2023-10-16","2023","10","0.0292309354","NRSC VIC MODEL"
"Rajasthan","Jhunjhunu","2023-10-17","2023","10","10.3053139155","NRSC VIC MODEL"
"Rajasthan","Jhunjhunu","2023-10-18","2023","10","0.0619404829","NRSC VIC MODEL"
"Rajasthan","Jhunjhunu","2023-10-21","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jhunjhunu","2023-10-23","2023","10","0.7825652625","NRSC VIC MODEL"
"Rajasthan","Jhunjhunu","2023-10-24","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jhunjhunu","2023-10-25","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jhunjhunu","2023-10-26","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jhunjhunu","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jhunjhunu","2023-10-28","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jhunjhunu","2023-10-29","2023","10","0.0443773944","NRSC VIC MODEL"
"Rajasthan","Jhunjhunu","2023-10-30","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jhunjhunu","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jodhpur","2023-10-01","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jodhpur","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jodhpur","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jodhpur","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jodhpur","2023-10-10","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jodhpur","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jodhpur","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jodhpur","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jodhpur","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jodhpur","2023-10-15","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jodhpur","2023-10-16","2023","10","3.0768682028","NRSC VIC MODEL"
"Rajasthan","Jodhpur","2023-10-17","2023","10","12.3182049423","NRSC VIC MODEL"
"Rajasthan","Jodhpur","2023-10-18","2023","10","0.108623399","NRSC VIC MODEL"
"Rajasthan","Jodhpur","2023-10-21","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jodhpur","2023-10-23","2023","10","0.390548778","NRSC VIC MODEL"
"Rajasthan","Jodhpur","2023-10-24","2023","10","0.0149237467","NRSC VIC MODEL"
"Rajasthan","Jodhpur","2023-10-25","2023","10","0.0594671283","NRSC VIC MODEL"
"Rajasthan","Jodhpur","2023-10-26","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jodhpur","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jodhpur","2023-10-28","2023","10","0.2278692022","NRSC VIC MODEL"
"Rajasthan","Jodhpur","2023-10-29","2023","10","0.0660439773","NRSC VIC MODEL"
"Rajasthan","Jodhpur","2023-10-30","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Jodhpur","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Karauli","2023-10-01","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Karauli","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Karauli","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Karauli","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Karauli","2023-10-10","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Karauli","2023-10-11","2023","10","0.0001200825","NRSC VIC MODEL"
"Rajasthan","Karauli","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Karauli","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Karauli","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Karauli","2023-10-15","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Karauli","2023-10-16","2023","10","0.0069706899","NRSC VIC MODEL"
"Rajasthan","Karauli","2023-10-17","2023","10","0.1030065583","NRSC VIC MODEL"
"Rajasthan","Karauli","2023-10-18","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Karauli","2023-10-21","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Karauli","2023-10-23","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Karauli","2023-10-24","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Karauli","2023-10-25","2023","10","0.0006638749","NRSC VIC MODEL"
"Rajasthan","Karauli","2023-10-26","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Karauli","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Karauli","2023-10-28","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Karauli","2023-10-29","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Karauli","2023-10-30","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Karauli","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Kota","2023-10-01","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Kota","2023-10-07","2023","10","1.16E-6","NRSC VIC MODEL"
"Rajasthan","Kota","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Kota","2023-10-09","2023","10","1.62396E-5","NRSC VIC MODEL"
"Rajasthan","Kota","2023-10-10","2023","10","2.3199E-6","NRSC VIC MODEL"
"Rajasthan","Kota","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Kota","2023-10-12","2023","10","1.16E-6","NRSC VIC MODEL"
"Rajasthan","Kota","2023-10-13","2023","10","6.9598E-6","NRSC VIC MODEL"
"Rajasthan","Kota","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Kota","2023-10-15","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Kota","2023-10-16","2023","10","0.0602344614","NRSC VIC MODEL"
"Rajasthan","Kota","2023-10-17","2023","10","6.9598E-6","NRSC VIC MODEL"
"Rajasthan","Kota","2023-10-18","2023","10","0.0187614206","NRSC VIC MODEL"
"Rajasthan","Kota","2023-10-21","2023","10","1.16E-6","NRSC VIC MODEL"
"Rajasthan","Kota","2023-10-23","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Kota","2023-10-24","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Kota","2023-10-25","2023","10","1.27597E-5","NRSC VIC MODEL"
"Rajasthan","Kota","2023-10-26","2023","10","6.9598E-6","NRSC VIC MODEL"
"Rajasthan","Kota","2023-10-27","2023","10","2.3199E-6","NRSC VIC MODEL"
"Rajasthan","Kota","2023-10-28","2023","10","0.0048495274","NRSC VIC MODEL"
"Rajasthan","Kota","2023-10-29","2023","10","0.0011169932","NRSC VIC MODEL"
"Rajasthan","Kota","2023-10-30","2023","10","0.0016728775","NRSC VIC MODEL"
"Rajasthan","Kota","2023-10-31","2023","10","1.16E-6","NRSC VIC MODEL"
"Rajasthan","Nagaur","2023-10-01","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Nagaur","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Nagaur","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Nagaur","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Nagaur","2023-10-10","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Nagaur","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Nagaur","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Nagaur","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Nagaur","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Nagaur","2023-10-15","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Nagaur","2023-10-16","2023","10","0.8188420588","NRSC VIC MODEL"
"Rajasthan","Nagaur","2023-10-17","2023","10","2.2797083471","NRSC VIC MODEL"
"Rajasthan","Nagaur","2023-10-18","2023","10","0.2796022924","NRSC VIC MODEL"
"Rajasthan","Nagaur","2023-10-21","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Nagaur","2023-10-23","2023","10","0.0569569663","NRSC VIC MODEL"
"Rajasthan","Nagaur","2023-10-24","2023","10","0.0004166145","NRSC VIC MODEL"
"Rajasthan","Nagaur","2023-10-25","2023","10","0.0049500369","NRSC VIC MODEL"
"Rajasthan","Nagaur","2023-10-26","2023","10","0.0002588298","NRSC VIC MODEL"
"Rajasthan","Nagaur","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Nagaur","2023-10-28","2023","10","0.0002605416","NRSC VIC MODEL"
"Rajasthan","Nagaur","2023-10-29","2023","10","0.1049855787","NRSC VIC MODEL"
"Rajasthan","Nagaur","2023-10-30","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Nagaur","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pali","2023-10-01","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pali","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pali","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pali","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pali","2023-10-10","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pali","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pali","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pali","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pali","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pali","2023-10-15","2023","10","0.0002487052","NRSC VIC MODEL"
"Rajasthan","Pali","2023-10-16","2023","10","0.5093624816","NRSC VIC MODEL"
"Rajasthan","Pali","2023-10-17","2023","10","0.6217152306","NRSC VIC MODEL"
"Rajasthan","Pali","2023-10-18","2023","10","0.0025713062","NRSC VIC MODEL"
"Rajasthan","Pali","2023-10-21","2023","10","0.004091904","NRSC VIC MODEL"
"Rajasthan","Pali","2023-10-23","2023","10","0.003411922","NRSC VIC MODEL"
"Rajasthan","Pali","2023-10-24","2023","10","0.0298338843","NRSC VIC MODEL"
"Rajasthan","Pali","2023-10-25","2023","10","0.0021132275","NRSC VIC MODEL"
"Rajasthan","Pali","2023-10-26","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pali","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pali","2023-10-28","2023","10","1.603E-6","NRSC VIC MODEL"
"Rajasthan","Pali","2023-10-29","2023","10","0.0037489864","NRSC VIC MODEL"
"Rajasthan","Pali","2023-10-30","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pali","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pratapgarh","2023-10-01","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pratapgarh","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pratapgarh","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pratapgarh","2023-10-09","2023","10","0.0001451053","NRSC VIC MODEL"
"Rajasthan","Pratapgarh","2023-10-10","2023","10","4.83684E-5","NRSC VIC MODEL"
"Rajasthan","Pratapgarh","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pratapgarh","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pratapgarh","2023-10-13","2023","10","4.83684E-5","NRSC VIC MODEL"
"Rajasthan","Pratapgarh","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pratapgarh","2023-10-15","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pratapgarh","2023-10-16","2023","10","0.0103296752","NRSC VIC MODEL"
"Rajasthan","Pratapgarh","2023-10-17","2023","10","4.83684E-5","NRSC VIC MODEL"
"Rajasthan","Pratapgarh","2023-10-18","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pratapgarh","2023-10-21","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pratapgarh","2023-10-23","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pratapgarh","2023-10-24","2023","10","0.0107729119","NRSC VIC MODEL"
"Rajasthan","Pratapgarh","2023-10-25","2023","10","0.0075571258","NRSC VIC MODEL"
"Rajasthan","Pratapgarh","2023-10-26","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pratapgarh","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Pratapgarh","2023-10-28","2023","10","4.83684E-5","NRSC VIC MODEL"
"Rajasthan","Pratapgarh","2023-10-29","2023","10","9.67369E-5","NRSC VIC MODEL"
"Rajasthan","Pratapgarh","2023-10-30","2023","10","0.0059351483","NRSC VIC MODEL"
"Rajasthan","Pratapgarh","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Rajsamand","2023-10-01","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Rajsamand","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Rajsamand","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Rajsamand","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Rajsamand","2023-10-10","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Rajsamand","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Rajsamand","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Rajsamand","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Rajsamand","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Rajsamand","2023-10-15","2023","10","0.0082421391","NRSC VIC MODEL"
"Rajasthan","Rajsamand","2023-10-16","2023","10","0.0004432984","NRSC VIC MODEL"
"Rajasthan","Rajsamand","2023-10-17","2023","10","0.0012581416","NRSC VIC MODEL"
"Rajasthan","Rajsamand","2023-10-18","2023","10","0.0016499316","NRSC VIC MODEL"
"Rajasthan","Rajsamand","2023-10-21","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Rajsamand","2023-10-23","2023","10","0.0009880736","NRSC VIC MODEL"
"Rajasthan","Rajsamand","2023-10-24","2023","10","0.0164737592","NRSC VIC MODEL"
"Rajasthan","Rajsamand","2023-10-25","2023","10","6.579E-7","NRSC VIC MODEL"
"Rajasthan","Rajsamand","2023-10-26","2023","10","0.0015432495","NRSC VIC MODEL"
"Rajasthan","Rajsamand","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Rajsamand","2023-10-28","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Rajsamand","2023-10-29","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Rajsamand","2023-10-30","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Rajsamand","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sawai Madhopur","2023-10-01","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sawai Madhopur","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sawai Madhopur","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sawai Madhopur","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sawai Madhopur","2023-10-10","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sawai Madhopur","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sawai Madhopur","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sawai Madhopur","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sawai Madhopur","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sawai Madhopur","2023-10-15","2023","10","4.152E-6","NRSC VIC MODEL"
"Rajasthan","Sawai Madhopur","2023-10-16","2023","10","0.1012718731","NRSC VIC MODEL"
"Rajasthan","Sawai Madhopur","2023-10-17","2023","10","0.0004213279","NRSC VIC MODEL"
"Rajasthan","Sawai Madhopur","2023-10-18","2023","10","8.69063E-5","NRSC VIC MODEL"
"Rajasthan","Sawai Madhopur","2023-10-21","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sawai Madhopur","2023-10-23","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sawai Madhopur","2023-10-24","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sawai Madhopur","2023-10-25","2023","10","4.152E-6","NRSC VIC MODEL"
"Rajasthan","Sawai Madhopur","2023-10-26","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sawai Madhopur","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sawai Madhopur","2023-10-28","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sawai Madhopur","2023-10-29","2023","10","9.76082E-5","NRSC VIC MODEL"
"Rajasthan","Sawai Madhopur","2023-10-30","2023","10","0.0007077062","NRSC VIC MODEL"
"Rajasthan","Sawai Madhopur","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sikar","2023-10-01","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sikar","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sikar","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sikar","2023-10-09","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sikar","2023-10-10","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sikar","2023-10-11","2023","10","0.0066348582","NRSC VIC MODEL"
"Rajasthan","Sikar","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sikar","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sikar","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sikar","2023-10-15","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sikar","2023-10-16","2023","10","0.0085682217","NRSC VIC MODEL"
"Rajasthan","Sikar","2023-10-17","2023","10","4.3316848925","NRSC VIC MODEL"
"Rajasthan","Sikar","2023-10-18","2023","10","0.4965414408","NRSC VIC MODEL"
"Rajasthan","Sikar","2023-10-21","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sikar","2023-10-23","2023","10","0.1791915593","NRSC VIC MODEL"
"Rajasthan","Sikar","2023-10-24","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sikar","2023-10-25","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sikar","2023-10-26","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sikar","2023-10-27","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sikar","2023-10-28","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sikar","2023-10-29","2023","10","0.1035760191","NRSC VIC MODEL"
"Rajasthan","Sikar","2023-10-30","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sikar","2023-10-31","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sirohi","2023-10-01","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sirohi","2023-10-07","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sirohi","2023-10-08","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sirohi","2023-10-09","2023","10","5.79088E-5","NRSC VIC MODEL"
"Rajasthan","Sirohi","2023-10-10","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sirohi","2023-10-11","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sirohi","2023-10-12","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sirohi","2023-10-13","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sirohi","2023-10-14","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sirohi","2023-10-15","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sirohi","2023-10-16","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sirohi","2023-10-17","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sirohi","2023-10-18","2023","10","0.0365298732","NRSC VIC MODEL"
"Rajasthan","Sirohi","2023-10-21","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sirohi","2023-10-23","2023","10","0.0016223703","NRSC VIC MODEL"
"Rajasthan","Sirohi","2023-10-24","2023","10","0.0127666263","NRSC VIC MODEL"
"Rajasthan","Sirohi","2023-10-25","2023","10","0.0127470146","NRSC VIC MODEL"
"Rajasthan","Sirohi","2023-10-26","2023","10","NA","NRSC VIC MODEL"
"Rajasthan","Sirohi","2023-10-27","2023","10","5.79088E-5","NRSC VIC MODEL"
